brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age
Tesla,Model S 100D,2018,"33,500 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,0.016903318775251242,0.12000000000000001
Cadillac,XT6 Premium Luxury AWD,2023,222 mi.,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,0.02269583883650968,0.02
Chevrolet,Avalanche 1500 LTZ,2007,"75,124 mi.",E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,0.004911447272993341,0.33999999999999997
Chevrolet,Corvette Grand Sport,2013,"15,500 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,None reported,Yes,0.014565986118953975,0.22
Audi,Q8 55 Premium,2020,"34,300 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,0.017106565093190133,0.08
Honda,Odyssey Elite,2019,"82,000 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,0.010321864256526663,0.09999999999999999
Acura,TLX,2023,"3,389 mi.",Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,None reported,,0.01239734790654599,0.02
Porsche,Cayenne GTS Coupe AWD,2023,"10,000 mi.",Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,0.04844037244210275,0.02
Cadillac,STS V6,2005,"96,000 mi.",Gasoline,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,At least 1 accident or damage reported,Yes,0.0010158928458312317,0.38
Dodge,Charger R/T,2021,"7,751 mi.",Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,0.013532817336097937,0.06
Audi,RS 7 4.0T Performance Prestige,2017,"66,250 mi.",Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,0.0193761489768411,0.14
Lexus,CT 200h Premium,2012,"109,000 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,At least 1 accident or damage reported,Yes,0.004385039309531609,0.24000000000000002
Hyundai,Genesis Coupe 3.8 Base,2015,"60,000 mi.",Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,0.0050811579484723165,0.18000000000000002
Tesla,Model S Performance,2020,"14,700 mi.",,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,0.020663375657120755,0.08
Mercedes-Benz,E-Class E 350 4MATIC,2022,"9,006 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,0.0186305737338686,0.039999999999999994
Toyota,GR86 Base,2022,"13,400 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,0.010670092947928632,0.039999999999999994
Porsche,Macan S,2020,"28,570 mi.",Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,,0.01829149112677388,0.08
Dodge,Durango SRT,2018,"78,000 mi.",Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,0.014464362959984529,0.12000000000000001
Lexus,LX 570 Base,2013,"134,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,0.0094831344511655,0.22
Kia,Optima Hybrid EX,2013,"104,994 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Beige,None reported,Yes,0.0023712070426204143,0.22
Bentley,Continental GT V8 S,2016,"31,500 mi.",Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,0.034517999663288605,0.16
Alfa,Romeo Giulia Base,2020,"30,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,–,None reported,Yes,0.00911220992092702,0.08
Lexus,LX 600 F SPORT,2023,490 mi.,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.04166515643360976,0.02
Porsche,Taycan Turbo,2020,"18,000 mi.",,616.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,0.03489061791284324,0.08
Toyota,Sequoia Limited,2017,"67,000 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,None reported,Yes,0.01219444033247033,0.14
Kia,K5 EX,2021,"8,263 mi.",Gasoline,180.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,White,None reported,Yes,0.00914608430725017,0.06
RAM,1500 Big Horn,2021,"35,003 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,0.013210671922164793,0.06
Chevrolet,Corvette Base,2008,"80,000 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,0.009823572033713144,0.32
Chevrolet,Corvette Stingray w/1LT,2022,"6,200 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Black,None reported,Yes,0.03319655985282257,0.039999999999999994
Jaguar,F-TYPE S,2014,"74,595 mi.",Gasoline,495.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,0.010314750635398802,0.2
Audi,A7 3.0T Prestige,2013,"87,066 mi.",Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,0.006435794657535037,0.22
Audi,Q8 3.0T Prestige,2019,"38,360 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,None reported,,0.0162380258278646,0.09999999999999999
Kia,Telluride SX,2020,"38,000 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,0.01354941578539628,0.08
Toyota,Camry Hybrid XLE,2018,"69,641 mi.",Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,0.007450671271776574,0.12000000000000001
Toyota,GR86 Premium,2022,"1,275 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,0.015581878964785205,0.039999999999999994
BMW,M3 Base,2001,"60,000 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,0.007791108854324219,0.45999999999999996
Jeep,Wrangler Rubicon,2014,"99,450 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,0.006436133401398268,0.2
Toyota,Tundra Hybrid Capstone,2023,200 mi.,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,White,None reported,Yes,0.027268880990134768,0.02
Porsche,Panamera 4 Edition,2016,"68,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,0.010484122567014547,0.16
Lexus,GS 350 Base,2010,"212,000 mi.",Gasoline,303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,0.002523641781074584,0.27999999999999997
GMC,Sierra 3500 Denali,2019,"73,091 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,0.01913902827257906,0.09999999999999999
Kia,Niro Plug-In Hybrid EX,2023,"9,400 mi.",Plug-In Hybrid,180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,0.009992943965328889,0.02
Porsche,Cayenne Base,2014,"117,697 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.005072689351891529,0.2
Mercedes-Benz,S-Class S 65 AMG,2015,"95,428 mi.",Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,None reported,Yes,0.017953424751268855,0.18000000000000002
Lexus,GX 460 Premium,2017,"116,300 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,0.010145378703783058,0.14
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,"56,778 mi.",Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,0.013515541399073131,0.09999999999999999
Audi,Q5 S line Premium Plus,2023,"5,682 mi.",Hybrid,2.0 Liter TFSI,Automatic,Chronos Gray,Gray,None reported,,0.015818660925184018,0.02
BMW,530 i,2017,"37,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,0.009823572033713144,0.14
Kia,Forte Koup EX,2015,"103,748 mi.",Gasoline,173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,0.002201835111004671,0.18000000000000002
Toyota,Sequoia Limited,2005,"86,000 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,0.0069442491962454994,0.38
Land,Rover LR4 HSE,2013,"125,900 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,0.006436133401398268,0.22
Nissan,Titan SV,2023,"6,200 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,0.01558221770864844,0.02
Ford,F-250 Lariat,2019,"85,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.017106565093190133,0.09999999999999999
Mercedes-Benz,AMG GT AMG GT,2017,"19,324 mi.",Gasoline,456.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,0.024728302015898613,0.14
Cadillac,Escalade Platinum,2018,"49,273 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,0.017614680888037366,0.12000000000000001
Tesla,Model 3 Standard Range Plus,2019,"42,094 mi.",,Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,0.010162315896944633,0.09999999999999999
BMW,M3 Base,2017,"44,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,0.017953424751268855,0.14
Chevrolet,Cruze LT,2012,"148,377 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,,,0.0011856035213102074,0.24000000000000002
Dodge,Challenger SRT8,2010,"70,000 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,0.006774877264629756,0.27999999999999997
Mercedes-Benz,Sprinter 2500,2016,"143,290 mi.",Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,Yes,0.01066704425315955,0.16
Ford,F-350 Platinum,2019,"69,205 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,0.02422018622105138,0.09999999999999999
Chevrolet,Tahoe LTZ,2015,"123,500 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,0.008011292365424685,0.18000000000000002
Audi,Q7 3.0T Prestige,2018,"70,773 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,0.009806634840551571,0.12000000000000001
Jeep,Patriot Latitude,2015,"109,000 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,0.0018966268902331001,0.18000000000000002
INFINITI,QX70 Base,2014,"71,097 mi.",Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,0.005756951955619134,0.2
BMW,X5 xDrive35i,2013,"76,309 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,,,0.0033874386323148784,0.22
Tesla,Model 3,2018,"26,609 mi.",,Electric,Automatic,Gray,–,None reported,,0.01185535772537561,0.12000000000000001
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,"4,126 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Beige,,,0.05182781107441763,0.02
Nissan,240SX Base,1996,"160,490 mi.",–,–,5-Speed M/T,Gray,Black,None reported,Yes,0.004573042153625084,0.5599999999999999
Cadillac,ATS 2.5L,2014,"80,400 mi.",Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.004403670222009341,0.2
Toyota,RAV4 Base,2010,"123,620 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.0026760765195287532,0.27999999999999997
Acura,TSX Technology,2011,"187,883 mi.",Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,0.0011856035213102074,0.26
Mercedes-Benz,G-Class G 550 4MATIC,2020,"45,000 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.044375446083324895,0.08
Honda,Civic Sport,2022,"25,420 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,0.007621736922708474,0.039999999999999994
BMW,M3 Base,2011,"129,999 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,0.009484489426618425,0.26
BMW,M3 Base,2008,"41,048 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,0.01236076356931699,0.32
Nissan,Cube 1.8 S,2010,"72,500 mi.",Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,Yes,0.0016090333503495672,0.27999999999999997
RAM,ProMaster 3500 Tradesman,2014,"143,390 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,0.0037261824955463654,0.2
Acura,RDX Base,2018,"68,425 mi.",Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,0.007282993059476987,0.12000000000000001
Toyota,4Runner Limited,2018,"95,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Brown,None reported,Yes,0.01050105976017612,0.12000000000000001
RAM,1500 Limited,2019,"29,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,0.01609033350349567,0.09999999999999999
Chevrolet,Corvette Base,2003,"145,000 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,0.006774877264629756,0.42
Land,Rover Defender 110 SE,2020,"29,700 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Black,,,0.022357094973278195,0.08
Jeep,Grand Cherokee Laredo,2011,"98,658 mi.",Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,0.004401976502693183,0.26
Volvo,S80 T6,2009,"97,615 mi.",Gasoline,281.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,0.002879322837467646,0.3
Porsche,Cayenne S,2014,"36,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,0.011856035213102073,0.2
Mazda,CX-30 Select,2021,"61,874 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,0.0069066486274268046,0.06
Chrysler,Town & Country Touring,2012,"74,582 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,–,None reported,Yes,0.002201835111004671,0.24000000000000002
INFINITI,FX37 Base,2013,"51,500 mi.",Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,0.0074184906047695814,0.22
Toyota,FJ Cruiser Base,2007,"193,827 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,0.0043867330288477665,0.33999999999999997
Chevrolet,Silverado 1500 LT,2019,"53,433 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,0.011839098019940498,0.09999999999999999
Mercedes-Benz,C-Class C 63 AMG,2012,"103,000 mi.",Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.012872266802796536,0.24000000000000002
BMW,428 Gran Coupe i xDrive,2016,"59,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,0.006435794657535037,0.16
Lexus,GX 460 Premium,2017,"82,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,0.010467185373852972,0.14
Porsche,Panamera Edition,2016,"60,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,0.014565986118953975,0.16
Cadillac,Escalade ESV Platinum,2017,"93,971 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,0.01524347384541695,0.14
Lexus,IS 350 Base,2015,"62,600 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,0.008637968512402939,0.18000000000000002
Mercedes-Benz,E-Class E 350 4MATIC,2014,"84,450 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,0.005758645674935291,0.2
Audi,Q5 S line Premium,2022,"18,099 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,,0.013142584405655263,0.039999999999999994
Mercedes-Benz,E-Class E 350 4MATIC,2014,"76,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,0.005419563067840572,0.2
Chevrolet,Camaro 1LT,2017,"74,000 mi.",Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,0.006029640765520482,0.14
RAM,1500 Laramie,2022,"15,607 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,,0.014904391238322231,0.039999999999999994
Chevrolet,Silverado 1500 1LZ,2014,"111,095 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,0.008129852717555706,0.2
Toyota,Camry Solara SLE,2007,"37,216 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,0.004401976502693183,0.33999999999999997
Jaguar,F-TYPE S,2015,"25,786 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,0.012364151007949305,0.18000000000000002
Jeep,Gladiator Sport,2021,"15,520 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Sting Gray Clearcoat,Black,None reported,Yes,0.013027750236019788,0.06
RAM,1500 Big Horn,2021,"49,583 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,,0.013826169521656405,0.06
Porsche,Cayenne Diesel,2015,"97,300 mi.",Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None reported,Yes,0.0094831344511655,0.18000000000000002
Chevrolet,Camaro Base,2002,"89,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,0.002845448451144497,0.44
Porsche,Cayenne S,2015,"52,111 mi.",Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.012025407144717818,0.18000000000000002
Dodge,Challenger R/T Scat Pack,2019,"75,800 mi.",Gasoline,6.4 Liter,Automatic,Gray,Black,None reported,,0.01151661386214412,0.09999999999999999
Lexus,ES 350 Base,2010,"113,500 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,0.0030486947690833905,0.27999999999999997
Audi,Q3 2.0T Premium Plus,2015,"155,382 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At least 1 accident or damage reported,Yes,0.00389555442716211,0.18000000000000002
Mercedes-Benz,E-Class E 550,2016,"49,643 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,0.010838109904091451,0.16
BMW,650 i xDrive,2015,"76,474 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,0.010162315896944633,0.18000000000000002
Porsche,Cayman Base,2016,"10,431 mi.",Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,0.01659811055447967,0.16
INFINITI,FX50 Base,2009,"190,120 mi.",Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,0.003556810563930622,0.3
Ford,F-150 XLT,2020,"92,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,0.009484489426618425,0.08
Chevrolet,Camaro 2LT,2017,"24,000 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,0.010162315896944633,0.14
RAM,1500 Big Horn,2020,"25,396 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,0.013973184358298871,0.08
Chevrolet,Silverado 2500 H/D,2001,"167,000 mi.",Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,0.001524347384541695,0.45999999999999996
RAM,1500 Laramie,2022,"18,645 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,0.016158082276141968,0.039999999999999994
Porsche,911 Turbo,2018,"28,470 mi.",Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,0.049287232100181474,0.12000000000000001
Ford,Mustang V6,2016,"54,000 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,0.0074520262472294995,0.16
Hyundai,Accent GL,2003,"83,000 mi.",Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,0.00030486947690833887,0.42
Audi,Q5 S line Premium Plus,2022,"10,071 mi.",Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,,0.013074835633008966,0.039999999999999994
Ford,F-150 XLT,2021,"43,329 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None reported,Yes,0.014105971952685615,0.06
Lexus,RC F Base,2015,"51,400 mi.",Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,0.013888498392490999,0.18000000000000002
Chevrolet,Suburban 1500 LT,2015,"153,800 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.007113621127861243,0.18000000000000002
Land,Rover Range Rover Sport SVR Carbon Edition,2022,"9,000 mi.",Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,0.03827805654515812,0.039999999999999994
Dodge,Viper SRT-10,2003,"10,800 mi.",Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,0.021509896571336243,0.42
RAM,1500 Laramie,2020,"10,458 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,0.015858293957182103,0.08
BMW,328 i,2014,"84,709 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,0.003997177586131556,0.2
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,"33,500 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,0.01482681889364222,0.09999999999999999
BMW,M4 Base,2015,"98,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,0.01050072101631289,0.18000000000000002
BMW,750 i,2008,"94,653 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,0.0017953424751268854,0.32
